mark,model,description,model_id
RENAULT,Captur,1.0 TCe 90ch Zen -21,2874
AUDI,Q7,3.0 V6 TDI 272ch clean diesel Avus quattro Tiptronic 7 places,2875
VOLKSWAGEN,Golf,1.5 eTSI OPF 150ch Style 1st DSG7,2876
AUDI,A3 Berline,35 TFSI 150ch Mild Hybrid S line S tronic 7,2877
KIA,Stonic,1.0 T-GDi 100ch ISG Design Euro6d-T,2878
RENAULT,Captur,1.6 E-Tech hybride rechargeable 160ch Intens - 21,2879
DS,Ds 4,PureTech 130ch Cross Trocadero Automatique,2880
RENAULT,Captur,1.3 TCe 150ch FAP Intens EDC,2881
AUDI,A1 Sportback,25 TFSI 95ch Advanced S tronic 7,2882
MERCEDES,Classe A,250 e 163+109ch Progressive Line 8G-DCT,2883
BMW,Serie 2 Active Tourer,218i 140ch M Sport,2884
PEUGEOT,308,1.5 BlueHDi 130ch S&S Active Business,2885
NISSAN,Juke,1.6 Hybrid 143ch Business+ 2022.5,2886
HYUNDAI,I20,1.2 84ch Initia,2887
TOYOTA,Highlander,Hybrid 248ch Lounge AWD-I,2888
TOYOTA,Corolla,122h Collection MY20,2889
JEEP,Renegade,1.6 MultiJet 130ch Limited MY22,2890
RENAULT,Captur,0.9 TCe 90ch Stop&Start energy Intens Euro6 114g 2016,2891
DS,Ds 7 Crossback,PureTech 180ch Executive Automatique,2892
VOLKSWAGEN,Taigo,1.5 TSI 150ch Style DSG7,2893
MERCEDES,Glc,220 d 170ch Fascination 4Matic 9G-Tronic Euro6c,2894
PEUGEOT,5008,2.0 BlueHDi 150ch Active Business S&S 7pl,2895
SMART,#1,"272ch 66kWh 7,4kW Pro+",2896
PEUGEOT,Expert,M 1.5 BlueHDi 120ch S&S Pack Asphalt,2897
FORD,Grand Tourneo Connect,1.5 EcoBlue 120ch Stop&Start Titanium BVA,2898
MINI,Mini,Cooper S 192ch Chili BVA7,2899
TOYOTA,Yaris Cross,116h Collection AWD-i MY21,2900
KIA,Ceed Sw,1.6 GDi 105ch + Plug-In 60.5ch Active Business DCT6,2901
FORD,Puma,1.0 EcoBoost 155ch mHEV ST-Line 8cv,2902
NISSAN,Juke,1.6 Hybrid 143ch Première Edition 2023,2903
VOLKSWAGEN,E-Up!,Electrique 83ch Style,2904
VOLKSWAGEN,Golf,1.5 TSI EVO 150ch Confortline DSG7 5p 8cv,2905
BMW,Serie 2 Active Tourer,218d 150ch Active Tourer DKG7,2906
AUDI,Q2,35 TFSI 150ch S line S tronic 7,2907
LAND-ROVER,Range Rover Sport,3.0 SDV6 Hybride 354ch Autobiography Dynamic Mark V,2908
VOLKSWAGEN,Tiguan,2.0 TDI 150ch Life DSG7,2909
RENAULT,Clio,1.6 E-Tech 140ch Initiale Paris -21,2910
DACIA,Lodgy,1.3 TCe 130ch FAP 15 ans 7 places - 20,2911
MERCEDES,Gle Coupe,350 e 211+136ch AMG Line 4Matic 9G-Tronic,2912
RENAULT,Twingo,1.0 SCe 65ch Limited - 21MY,2913
SKODA,Fabia,1.0 TSI 110ch Style DSG7,2914
OPEL,Grandland X,1.6 D 120ch ECOTEC Business Edition,2915
VOLVO,Xc90,T6 AWD 320ch Inscription Luxe Geartronic 7 places,2916
BMW,Serie 4 Coupe,435dA xDrive 313ch Sport,2917
MERCEDES,Classe A,250 224ch 4Matic AMG Line 7G-DCT,2918
RENAULT,Kadjar,1.5 dCi 110ch energy Business EDC,2919
RENAULT,Kadjar,1.3 TCe 140ch FAP Wave,2920
RENAULT,Zoe,Zen charge rapide Q90 Achat Intégral MY19,2921
RENAULT,Scenic,1.2 TCe 130ch energy Bose Euro6 2015,2922
MERCEDES,Classe E Coupe,200 184ch Fascination 9G-Tronic Euro6d-T,2923
PEUGEOT,Expert,M 2.0 BlueHDi 145ch,2924
MINI,Mini,One D 95ch Heddon Street,2925
BMW,X1,sDrive18dA 150ch xLine Euro6d-T,2926
DS,Ds 7 Crossback,E-TENSE 225ch Performance Line,2927
PEUGEOT,Rifter,BlueHDi 100ch Standard Allure 105g,2928
MERCEDES,Glc,220 d 170ch Fascination 4Matic 9G-Tronic,2929
SKODA,Kamiq,1.0 TSI 116ch Business DSG7,2930
LAND-ROVER,Range Rover,2.0 P400e 404ch Autobiography SWB Mark VIII,2931
KIA,Ceed Sw,1.5 T-GDI 160ch Active DCT7,2932
CITROEN,C4 Spacetourer,PureTech 130ch S&S Feel EAT8 7cv,2933
NISSAN,Qashqai,1.5 dCi 115ch Tekna 2019,2934
RENAULT,Clio,1.0 SCe 65ch Limited -21,2935
FORD,Focus,1.0 EcoBoost 125ch Titanium,2936
BMW,X2,sDrive20iA 178ch M Sport DKG7,2937
OPEL,Astra,1.2 Turbo 130ch Elegance Business BVA8 MY23,2938
BMW,X3,xDrive30e 292ch xLine,2939
OPEL,Grandland X,1.6 D 120ch Innovation BVA,2940
PEUGEOT,3008,1.2 PureTech 130ch S&S Allure Pack,2941
PEUGEOT,208,1.5 BlueHDi 100ch S&S Allure Business,2942
SKODA,Kamiq,1.0 TSI Evo 110ch Style DSG7,2943
PEUGEOT,208,1.2 PureTech 110ch E6.c Allure S&S EAT6 5p,2944
PEUGEOT,Partner,M 650kg BlueHDi 130ch S&S EAT8,2945
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 5P MY19,2946
RENAULT,Koleos,2.0 dCi 175ch energy Initiale Paris X-Tronic,2947
RENAULT,Clio,1.2 TCe 120ch energy Intens 5p,2948
TOYOTA,Yaris,70 VVT-i Design 5p MY22,2949
BMW,Serie 3,330eA 292ch M Sport 10cv,2950
SEAT,Leon,2.0 TDI 150ch Xcellence DSG7 Euro6d-T,2951
VOLKSWAGEN,Crafter,35 L3H3 2.0 TDI 140ch Business Line Traction,2952
SUZUKI,S-Cross,1.4 Boosterjet Hybrid 129ch Style,2953
TOYOTA,C-Hr,122h Distinctive 2WD E-CVT MY22,2954
VOLKSWAGEN,T-Cross,1.0 TSI 110ch Life Tech,2955
RENAULT,Megane Estate,1.5 dCi 110ch energy Life,2956
TOYOTA,Prius Hybride Rechargeable,2.0 Hybride Rechargeable 223ch Design,2957
FORD,Puma,1.0 Flexifuel 125ch Titanium X,2958
FIAT,500,1.0 70ch BSG S&S Pack Confort & Style & Tech,2959
MERCEDES,Vito,116 CDI Mixto Long Select E6 Propulsion,2960
CITROEN,C5 Aircross,PureTech 130ch S&S Shine EAT8,2961
BMW,X6,xDrive 30dA 286ch M Sport,2962
MERCEDES,Gle,350 de 197ch+136ch AMG Line 4Matic 9G-Tronic,2963
MINI,Countryman,Cooper S 178ch Northwood ALL4 BVA8,2964
DACIA,Duster,1.0 ECO-G 100ch Essential 4x2,2965
BMW,Serie 2 Gran Coupe,M235iA xDrive 306ch,2966
VOLKSWAGEN,Golf,1.5 TSI EVO 150ch BlueMotion Technology Carat 5p,2967
NISSAN,Juke,1.0 DIG-T 114ch N-Connecta DCT 2021,2968
CITROEN,C3 Aircross,BlueHDi 100ch S&S Feel E6.d-TEMP,2969
MG,Zs,EV 143ch Luxury,2970
BMW,Serie 5,530eA 252ch M Sport Steptronic Euro6d-T,2971
BMW,Serie 2 Active Tourer,218iA 136ch Lounge,2972
PEUGEOT,208,1.2 PureTech 75ch S&S Like 2023,2973
TOYOTA,Rav4,Hybride 218ch Lounge 2WD MY20,2974
TOYOTA,Yaris,100h Dynamic 5p RC19,2975
RENAULT,Clio,1.6 T 200ch RS EDC 5p,2976
BMW,X1,xDrive25eA 220ch Lounge 6cv,2977
PEUGEOT,508 Sw,BlueHDi 130ch S&S Active Pack EAT8,2978
MINI,Mini,Cooper 136ch BVA + TOIT OUVRANT + CUIR,2979
FORD,Kuga,1.5 Flexifuel-E85 150ch Stop&Start Titanium 4x2 BVA Euro6.2,2980
BENTLEY,Continental Gt,W12 6.0 635ch,2981
VOLKSWAGEN,Id. Buzz,150ch Pro 77 kWh,2982
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch United S&S,2983
CITROEN,Jumpy,M 2.0 BlueHDi 145ch S&S Pack Driver,2984
CITROEN,C5 Aircross,PureTech 130ch S&S Feel BVM6,2985
TOYOTA,Aygo X,1.0 VVT-i 72ch Collection S-CVT,2986
RENAULT,Captur,1.0 TCe 90ch Life,2987
BMW,X4 M,3.0 510ch Compétition BVA8,2988
RENAULT,Megane,1.3 TCe 140ch FAP Intens EDC,2989
AUDI,Q3 Sportback,35 TFSI 150ch,2990
PORSCHE,Taycan,680ch Turbo MY22,2991
NISSAN,Leaf,150ch 40kWh Acenta,2992
VOLVO,Xc40,D4 AdBlue AWD 190ch Momentum Geartronic 8,2993
DS,Ds 7 Crossback,PureTech 180ch Grand Chic Automatique,2994
MERCEDES,Classe C Break,220 d 200ch Avantgarde Line 9G-Tronic,2995
CITROEN,C3 Aircross,PureTech 110ch S&S Shine Pack,2996
MERCEDES,Classe B,200d 150ch Style Line Edition 8G-DCT 8cv,2997
TOYOTA,Proace City Verso,Medium 1.5 100 D-4D Design,2998
CITROEN,Grand C4 Picasso,BlueHDi 120ch Exclusive S&S,2999
CITROEN,C3,PureTech 82ch ELLE S&S E6.d-TEMP,3000
BMW,X3,sDrive18dA 150ch Lounge,3001
OPEL,Crossland X,1.6 D 120ch Ultimate,3002
LEXUS,Ux,250h 2WD F SPORT MY20,3003
CITROEN,C3 Aircross,1.5 BlueHDi 110ch S&S YOU,3004
KIA,Rio,1.2 85ch ISG ORIGINS PREMIUM 5p,3005
BMW,X1,sDrive16d 116ch Lounge,3006
RENAULT,Zoe,Zen charge normale R90 MY19 Location de Batterie,3007
PEUGEOT,5008,1.2 PureTech 130ch Allure Business S&S EAT6,3008
VOLKSWAGEN,Crafter,"50 (détaré 3,5 t) L3 2.0 TDI 163ch Business Propulsion RJ Business + benne coffre Grua",3009
VOLKSWAGEN,T-Roc,1.5 TSI EVO 150ch Carat S&S,3010
LEXUS,Ct,200h Pack,3011
RENAULT,Megane Estate,1.3 TCe 140ch FAP Business EDC -21B,3012
DS,Ds 7 Crossback,BlueHDi 130ch Business Automatique,3013
RENAULT,Captur,1.0 TCe 100ch Intens - 20,3014
NISSAN,Qashqai,1.3 DIG-T 140ch Acenta Euro6d-T,3015
OPEL,Crossland X,1.5 D 102ch Opel 2020 Euro 6d-T,3016
PEUGEOT,308,1.2 PureTech 110ch E6.3 S&S Active Business,3017
RENAULT,Kangoo Van,L1 E-Tech EV45 dc 80kw Grand Confort,3018
RENAULT,Express,1.5 Blue dCi 95ch Confort 22,3019
PEUGEOT,2008,1.2 PureTech 130ch S&S Active Pack EAT8,3020
DS,Ds 7 Crossback,E-TENSE 4x4 300ch Rivoli,3021
BMW,X1,sDrive18i 140ch Sport,3022
MERCEDES,Vito Tourer,114 CDI BlueEFFICIENCY Long 7G-TRONIC PLUS,3023
CITROEN,C3,1.2 PureTech 110ch S&S PLUS,3024
TOYOTA,Rav4,2.5 Hybride 218ch Collection 2WD MY23,3025
RENAULT,Zoe,Intens charge normale R135 - 20,3026
RENAULT,Scenic,1.5 dCi 110ch energy Business EDC,3027
PEUGEOT,308,1.2 PureTech 110ch S&S BVM6 Tech Edition,3028
MERCEDES,Marco Polo,250 d 190ch 4Matic 9G-Tronic,3029
FIAT,500x,1.3 Multijet 95ch City Cross,3030
PEUGEOT,208,1.6 e-HDi115 FAP XY 3p,3031
BMW,X4,M40iA 354ch Euro6d-T,3032
MERCEDES,Cle Cabriolet,300 258ch AMG Line 4Matic 9G-Tronic,3033
RENAULT,Twizy,Life,3034
MERCEDES,Classe B,200 163ch AMG Line 7G-DCT,3035
DS,Ds 7 Crossback,E-TENSE 4x4 300ch Performance Line,3036
PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S GT Line,3037
PEUGEOT,208,1.5 BlueHDi 100ch E6.c Active Business S&S BVM5 5p,3038
VOLKSWAGEN,Tiguan,2.0 TSI 190ch Confortline 4Motion DSG7 Euro6d-T,3039
MG,Zs,EV 177ch - 51kWh Luxury,3040
PEUGEOT,508,HYBRID 225ch Allure e-EAT8 10cv,3041
LAND-ROVER,Range Rover,3.0 P550e 550ch PHEV Autobiography SWB,3042
RENAULT,Grand Scenic,1.3 TCe 140ch FAP Zen,3043
RENAULT,Megane Estate,1.5 Blue dCi 115ch RS Line EDC -21N,3044
RENAULT,Master,RJ3500 L3H2 2.3 Blue dCi 145ch Confort EuroVI,3045
CITROEN,Jumper,L2H2 3.0 120ch BlueHDi S&S,3046
CITROEN,C3,1.5 BlueHDi 100ch S&S Shine Business E6.d,3047
KIA,Sportage,1.6 CRDi 115ch MHEV Active 4x2,3048
NISSAN,Qashqai,1.6 dCi 130ch Tekna All-Mode 4x4-i,3049
MG,Zs,EV 156ch - 70kWh Luxury,3050
CHEVROLET,Corvette Cabriolet,6.2 V8 659ch 3LZ Z06 AT8,3051
AUDI,A3 Sportback,35 TFSI 150ch Mild Hybrid Design Luxe S tronic 7,3052
RENAULT,Zoe,E-Tech Evolution charge normale R110 Achat Intégral - MY22,3053
BMW,Serie 2 Gran Coupe,218i 140ch M Sport DKG7,3054
PEUGEOT,3008,1.6 PureTech 180ch S&S GT Line EAT8,3055
MERCEDES,Classe Sl,350 7GTro,3056
PORSCHE,Macan,2.9 V6 440ch Turbo PDK Euro6d-T EVAP ISC,3057
AUDI,Q5,2.0 TDI 170ch FAP S line quattro S tronic 7,3058
PEUGEOT,208,1.0 PureTech Like 3p,3059
RENAULT,Talisman,1.7 Blue dCi 150ch Intens,3060
AUDI,Q2,1.4 TFSI 150ch COD Design S tronic 7,3061
AUDI,Q2,1.4 TFSI 150ch COD Design,3062
FORD,Transit Connect,L1 1.5 EcoBlue 100ch Trend,3063
VOLKSWAGEN,Polo,1.5 TSI 150ch R-Line Exclusive DSG7 Euro6d-T,3064
PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Allure S&S,3065
MERCEDES,Cla,180 Sensation,3066
DS,Ds 3 Crossback,E-Tense Grand Chic 4cv,3067
VOLKSWAGEN,Tiguan Allspace,2.0 TDI 150ch Carat DSG7 Euro6d-T,3068
MERCEDES,Classe A,250 e 160+102ch AMG Line 8G-DCT,3069
OPEL,Crossland X,1.5 D 120ch Innovation BVA Euro 6d-T,3070
CITROEN,C3 Aircross,PureTech 110ch S&S Feel Business E6.d,3071
BMW,X5,xDrive40d 340ch M Sport,3072
PEUGEOT,208,1.6 THP 200ch GTI 3p,3073
OPEL,Grandland X,1.2 Turbo 130ch Elite 7cv,3074
MERCEDES,Classe B,180 136ch AMG Line 7G-DCT,3075
BMW,Serie 2 Active Tourer,225xeA 224ch Sport,3076
RENAULT,Zoe,Intens R135,3077
DACIA,Sandero,1.0 TCe 90ch Stepway Confort CVT -22,3078
CITROEN,Berlingo Van,M 650kg BlueHDi 100 S&S Club,3079
PORSCHE,911 Cabriolet,Carrera S cabriolet,3080
RENAULT,Zoe,E-Tech Life charge normale R110 - 21,3081
AUDI,A1 Sportback,40 TFSI 207ch S line S tronic 7,3082
RENAULT,Grand Scenic,1.6 dCi 130ch Energy Business 7 places,3083
RENAULT,Talisman,1.3 TCe 160ch FAP Intens EDC,3084
CITROEN,C4 Cactus,PureTech 110ch S&S Feel EAT6 E6.d-TEMP,3085
RENAULT,Megane,1.3 TCe 140ch energy Intens,3086
KIA,Ev6,585ch GT 4WD,3087
RENAULT,Kangoo,1.5 dCi 110ch energy Zen Euro6,3088
PEUGEOT,308 Sw,1.2 PureTech 130ch GT Line S&S,3089
MINI,Cabrio,John Cooper Works 231ch Exclusive Design,3090
MASERATI,Quattroporte,3.0 V6 430ch Modena,3091
CITROEN,Grand C4 Spacetourer,PureTech 130ch S&S Shine E6.d-TEMP,3092
DS,Ds 7 Crossback,E-TENSE 4x4 300ch Executive,3093
RENAULT,Master,R3500 L2 2.3 Blue dCi 130ch Confort EuroVI,3094
KIA,E-Niro,Design 136ch,3095
RENAULT,Clio,0.9 TCe 90ch Génération 5p Euro6c,3096
SEAT,Leon,1.5 eTSI 150ch FR DSG7,3097
PEUGEOT,Rifter,Moteur électrique 136ch (100 kW) et batterie 50 kWh Standard GT,3098
DACIA,Sandero,1.0 TCe 110ch Stepway Extreme,3099
VOLKSWAGEN,Tiguan,1.5 TSI EVO 150ch Confortline DSG7 Euro6d-T,3100
MINI,Countryman,One 102ch Longstone BVA7 5cv,3101
BMW,Serie 1,116i 109ch M Sport DKG7,3102
HONDA,Zr-V,2.0 i-MMD 184ch e:HEV Sport,3103
TOYOTA,Yaris,116h Design 5p MY22,3104
PEUGEOT,5008,1.2 PureTech 130ch S&S Allure EAT8,3105
RENAULT,Kangoo Express,Electric 33 Confort,3106
RENAULT,Trafic,L1H1 2T8 2.0 Blue dCi 150ch Confort,3107
KIA,Sportage,1.6 CRDi 136ch MHEV Active 4x2 DCT7,3108
NISSAN,Leaf,150ch 40kWh Acenta 19,3109
MASERATI,Ghibli,3.0 V6 275ch Diesel,3110
DACIA,Jogger,1.0 ECO-G 100ch Essential 5 places,3111
PORSCHE,Panamera Sport Turismo,3.0 V6 560ch 4S E-Hybrid,3112
NISSAN,Qashqai,1.3 DIG-T 140ch Tekna Euro6d-T,3113
TOYOTA,Yaris,116h GR Sport 5p MY22,3114
OPEL,Crossland X,1.2 Turbo 110ch Ultimate BVA,3115
SEAT,Ateca,1.4 EcoTSI 150ch ACT Start&Stop Xcellence,3116
CITROEN,C5 Aircross,BlueHDi 180ch S&S C-Series EAT8,3117
TOYOTA,Yaris,100h Chic 5p RC18,3118
OPEL,Mokka X,1.4 Turbo 140ch Innovation 4x2,3119
RENAULT,Koleos,2.0 dCi 175ch Life X-Tronic - 18,3120
MERCEDES,Classe C Break,220 d 197ch AMG Line,3121
MERCEDES,Glc Coupe,63 AMG S 510ch 4Matic+ Speedshift MCT AMG Euro6d-T-EVAP-ISC,3122
MERCEDES,Gle Coupe,43 AMG 390ch 4Matic 9G-Tronic,3123
VOLVO,Xc40,T3 163ch Business,3124
PEUGEOT,5008,2.0 BlueHDi 180ch S&S GT Line EAT8,3125
AUDI,Q5 Sportback,55 TFSI e 367ch S line quattro S tronic 7,3126
DACIA,Sandero,1.5 dCi 90ch Stepway,3127
NISSAN,Qashqai,1.3 DIG-T 140ch N-Connecta Euro6d-T,3128
SMART,Fortwo Cabriolet,90ch prime twinamic,3129
HYUNDAI,Kona,1.0 T-GDi 120ch FAP Executive Euro6d-T EVAP,3130
MERCEDES,Glb,220d 190ch AMG Line 4Matic 8G DCT,3131
OPEL,Movano,F3500 L2 2.3 CDTI 130,3132
LEXUS,Nx,300h 2WD Luxe Plus MY21,3133
NISSAN,Micra,1.0 DIG-T 117ch Tekna 2019 Euro6-EVAP,3134
DS,Ds 3 Crossback,PureTech 155ch Grand Chic Automatique,3135
FORD,Focus,1.0 Flexifuel mHEV 125ch Titanium Design,3136
MAZDA,Mazda2,1.5 Hybrid 116ch Select,3137
NISSAN,Micra,1.0 IG-T 100ch N-Sport,3138
VOLVO,Xc40,T3 163ch Momentum Geartronic 8,3139
PEUGEOT,2008,1.2 PureTech 82ch Allure,3140
BMW,I3,170ch Urban Life,3141
VOLKSWAGEN,Golf,2.0 TDI SCR 200ch GTD DSG7,3142
BMW,Serie 3,M340dA MH xDrive 340ch,3143
MAZDA,Mazda3,2.0 e-SKYACTIV-X M-Hybrid 186ch Sportline,3144
LAND-ROVER,Range Rover,4.4 SDV8 339ch Autobiography SWB Mark VI,3145
BMW,Serie 2 Gran Tourer,218dA 150ch M Sport,3146
RENAULT,Twingo,1.0 SCe 75ch Intens,3147
PEUGEOT,208,e-208 136ch Active BUSINESS,3148
BMW,Serie 1,120dA 190ch M Sport,3149
OPEL,Mokka,1.5 D 110ch Elegance Business,3150
TOYOTA,Aygo,1.0 VVT-i 72ch x-play 3p MY20,3151
MERCEDES,Sprinter,519 BLUETEC 37S 3T5 7G Tronic,3152
SEAT,Ateca,1.5 TSI 150ch ACT Start&Stop Xcellence DSG Euro6d-T 117g,3153
LEXUS,Es,300h Luxe MY23,3154
VOLKSWAGEN,Touran,1.2 TSI 110ch BlueMotion Technology Confortline 5 places,3155
PEUGEOT,5008,1.2 PureTech 130ch E6.c Crossway S&S,3156
RENAULT,Zoe,E-Tech Zen charge normale R110 Achat Intégral - 21,3157
SUZUKI,Swift,1.4 Boosterjet Hybrid 129ch Sport,3158
CITROEN,C3 Aircross,PureTech 110ch S&S Origins E6.d,3159
PEUGEOT,308 Sw,1.2 PureTech 130ch E6.c S&S GT Line 6cv,3160
PEUGEOT,308,1.2 PureTech 130ch S&S GT Line,3161
NISSAN,Qashqai,1.3 DIG-T 140ch N-Connecta,3162
HYUNDAI,Tucson,1.6 CRDI 136ch hybrid 48V Creative DCT-7 Euro6d-Evap,3163
SEAT,Leon,1.5 TSI 150ch FR,3164
AUDI,A3 Sportback,30 TFSI 110ch Mild Hybrid S tronic 7,3165
MINI,Countryman,C 170ch Favoured DKG7,3166
LEXUS,Nx,300h 2WD Luxe,3167
VOLVO,V40,D3 150ch R-Design Geartronic,3168
NISSAN,X-Trail,2.0 dCi 177ch N-Connecta Xtronic,3169
NISSAN,Leaf,217ch e+ 62kWh Acenta 22,3170
VOLKSWAGEN,Crafter,35 L3H3 2.0 TDI 140ch Business Traction,3171
PEUGEOT,3008,1.6 PureTech 180ch E6.c Crossway S&S EAT8,3172
PEUGEOT,308,1.5 BlueHDi 130ch S&S GT,3173
BMW,I3,170ch 120Ah Edition 360 Ilife,3174
DS,Ds 7 Crossback,PureTech 225ch Performance Line + Automatique 13cv,3175
MERCEDES,Classe B,200d 150ch AMG Line Edition 8G-DCT 8cv,3176
AUDI,A6,50 TFSI e 299ch S line quattro S tronic 7,3177
RENAULT,Captur,1.3 TCe 130ch FAP Red Edition,3178
LAND-ROVER,Range Rover Sport,3.0 P510e PHEV Autobiography,3179
NISSAN,Juke,1.0 DIG-T 114ch Visia + Roue de secours,3180
MASERATI,Levante,GT Hybrid Q4 330ch,3181
PEUGEOT,2008,1.2 PureTech 130ch S&S GT Pack EAT8,3182
PEUGEOT,2008,1.2 PureTech 130ch E6.c Allure Business S&S,3183
BMW,Serie 5,i5 eDrive40 340ch,3184
DACIA,Duster,1.0 TCe 100ch Confort 4x2 - 19,3185
TOYOTA,Yaris Cross,116h Première AWD-i MY21,3186
AUDI,Q2,35 TDI 150ch Design luxe quattro S tronic 7,3187
BMW,X3,sDrive18dA 150ch Business Design,3188
FORD,Transit 2t,T350 L2H2 2.0 EcoBlue 130ch S&S Cabine Approfondie Trend Business,3189
FIAT,500,1.2 8v 69ch Eco Pack Lounge Euro6d,3190
OPEL,Grandland X,1.5 D 130 Ultimate BVA8 Toit Pano Carplay 20900Kms Gtie 1an,3191
PEUGEOT,208,1.2 PureTech 100ch S&S GT Pack EAT8,3192
DS,Ds 7 Crossback,PureTech 225ch Opera Automatique,3193
MERCEDES,Sprinter,315 CDI 37 3T5 Pro Propulsion 9G-Tronic,3194
LAND-ROVER,Range Rover Evoque,2.0 P200 200ch Flex Fuel Dynamic SE,3195
RENAULT,Scenic,1.3 TCe 140ch Business EDC - 21,3196
HYUNDAI,I10,1.2 87ch Intuitive Euro6d-Temp,3197
KIA,Sportage,1.6 CRDi 136ch MHEV Black Edition 4x2,3198
FORD,Grand C-Max,1.0 SCTi 125ch EcoBoost Stop&Start Business Nav,3199
BMW,Serie 5 Touring,520dA 190ch Business Design Steptronic,3200
RENAULT,Koleos,2.0 dCi 175ch energy Intens 4x4 X-Tronic,3201
NISSAN,Qashqai,1.3 DIG-T 158ch Tekna DCT 2021,3202
PEUGEOT,308,1.2 Puretech 110ch Active S&S 5p,3203
RENAULT,Twingo,1.0 SCe 70ch Life 2 Boîte Courte Euro6,3204
CITROEN,Berlingo,M Moteur Electrique 136ch (100 kW) Live Automatique,3205
RENAULT,Megane,1.3 TCe 140ch FAP Business,3206
CITROEN,Jumpy,M 2.0 BlueHDi 180ch S&S Driver EAT8,3207
FIAT,500c,e 95ch (RED),3208
VOLKSWAGEN,Polo,1.0 80ch Edition Euro6dT,3209
PEUGEOT,508 Sw,HYBRID 225ch GT Line e-EAT8 10cv,3210
BMW,X3,xDrive20dA 190ch Luxury,3211
NISSAN,Qashqai,1.5 dCi 115ch N-Connecta DCT 2019 Euro6-EVAP,3212
FORD,Focus,1.0 EcoBoost 125ch ST-Line,3213
FIAT,Panda,1.0 70ch BSG S&S Sport (Juin2021),3214
PEUGEOT,308,1.5 BlueHDi 130ch S&S Active Business EAT8 7cv,3215
NISSAN,Juke,1.0 DIG-T 114ch Tekna 2021,3216
AUDI,Q2,1.6 TDI 116ch S line S tronic 7,3217
MERCEDES,Gla,250 e 218ch AMG Line 8G-DCT,3218
NISSAN,Juke,1.5 dCi 110ch Connect Edition,3219
RENAULT,Clio,1.6 E-Tech hybride 145ch Equilibre,3220
DACIA,Sandero,1.0 ECO-G 100ch Stepway Extreme +,3221
TOYOTA,Camry,2.5 Hybride 218ch Design MY23,3222
RENAULT,Megane,1.5 Blue dCi 115ch Business EDC -21B,3223
CITROEN,Berlingo,XL BlueHDi 100ch S&S Feel,3224
LAND-ROVER,Defender,90 5.0 P525 X-Dynamic V8 Carpathian,3225
TOYOTA,Corolla,122h Dynamic MY20,3226
BMW,X2,sDrive18i 136ch Lounge,3227
FIAT,500l,1.6 Multijet 16v 120ch S&S Lounge,3228
FORD,Kuga,2.0 TDCi 140ch FAP Titanium,3229
NISSAN,Qashqai,1.3 Mild Hybrid 158ch N-Connecta Xtronic,3230
PEUGEOT,Expert,Long 2.0 BlueHDi 120ch S&S Premium,3231
OPEL,Grandland X,1.2 Turbo 130ch Edition BVA8,3232
RENAULT,Twingo,0.9 TCe 90ch energy Limited 2017,3233
NISSAN,Juke,1.0 DIG-T 117ch N-Design,3234
FIAT,600,e 156ch 54kWh Red,3235
RENAULT,Megane,1.7 Blue dCi 150ch Intens EDC,3236
AUDI,Q2,30 TDI 116ch Business line,3237
LEXUS,Rx,450h 4WD Executive Euro6d-T 15cv,3238
DS,Ds 3 Crossback,PureTech 155ch Rivoli Automatique,3239
RENAULT,Kangoo,1.5 Blue dCi 95ch Equilibre - 23,3240
CITROEN,C4 Cactus,e-HDi 92 Shine ETG6,3241
DS,Ds 3,PureTech 110ch Connected Chic Automatique,3242
RENAULT,Master,F3500 L2H2 2.3 Blue dCi 135ch Confort Euro6E,3243
SKODA,Fabia,1.0 MPI 65ch Ambition,3244
KIA,Ceed Sw,1.4 T-GDI 140ch Active MY20,3245
KIA,Sportage,1.6 CRDi 115ch ISG Active 4x2,3246
AUDI,A1 Sportback,30 TFSI 110ch S line S tronic 7,3247
TOYOTA,Corolla,122h Design MY22,3248
MERCEDES,Classe B,180d 116ch Progressive Line 8G-DCT,3249
MINI,Cabrio,Cooper S 178ch Edition Camden BVA7,3250
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure 122g,3251
MINI,Countryman,Cooper 136ch Business,3252
BMW,Serie 1,118i 136ch Edition Sport DKG7,3253
DS,Ds 7,E-TENSE 4x4 300ch Rivoli,3254
NISSAN,Juke,1.6 Hybrid 143ch N-Connecta 2023.5,3255
VOLKSWAGEN,Transporter,2.8T L1H1 2.0 TDI 150ch Business Line,3256
RENAULT,Captur,1.0 TCe 100ch Intens,3257
RENAULT,Megane,1.5 dCi 110ch energy Business EDC,3258
VOLKSWAGEN,T-Roc,2.0 TSI 300ch R 4Motion DSG7,3259
MINI,Mini,One D 95ch,3260
PEUGEOT,2008,1.5 BlueHDi 100ch S&S Active Business,3261
NISSAN,Leaf,150ch 40kWh N-Connecta 19.5,3262
PEUGEOT,308 Sw,1.2 PureTech 130ch S&S Allure Business EAT6,3263
SEAT,Ateca,1.5 TSI 150ch Start&Stop Xperience,3264
AUDI,Q3 Sportback,35 TFSI 150ch S line S tronic 7,3265
